tweet_id,tweet_text,class_label
1031107011373621248,Please RT: #Highimportance Respected Ms. @Manekagandhibjp We as a team have worked for the rescue of victims of #KeralaFloods. Below is the message from one of our team members. Please share how would you ensure this? @MinistryWCD @SaginaWalyat @PranayManjari @NSOOD6 @shilpajn,rescue_volunteering_or_donation_effort
1032067489985781760,An appeal. Please kindly help the Kerala flood situation by your donation. Gods own country is in peril today. We need to resurrect it. Ranbir and me did it. It’s up to you now. ὤF,rescue_volunteering_or_donation_effort
1034133223717199872,Nayara Energy organised free health camps at a number of our petrol pumps in Kerala. Together they are doing their bit to nurse the state of Kerala back to well-being. #StrongerTogether #NewEraBegins #KeralaRelief #KeralaFloods,rescue_volunteering_or_donation_effort
1035529733541437442,"#BREAKING Heavy Rainfall Likely to Occur in #Uttarakhand During September 1 to 3, Says MET Department  #liveupdates #Rainfall #floods #METdepartment",caution_and_advice
1034727550558199808,Thanks to @jetairways for shipping St Marys Orthodox Syrian Church consignment of medicines weighing 473Kg from Pune to IMA Trivandrum free of cost for #KeralaFloods #KeralaFloodRelief #RebuildingKerala @CMOKerala @ShashiTharoor,rescue_volunteering_or_donation_effort
1030930298366640128,Kerala Floods: Is State Drowning in Govts 2011 Mistake? Panels Disaster Warning Tossed Aside - News18  #KeralaFloods #KeralaSOS #IndiaForKerala #KeralaDonationChallenge #Kerala #KeralaFloodsHelpNeeded #KeralaRescue #KeralaFloodRescue #Madhavgadgil,not_humanitarian
1031840446102695936,UAE Gives Rs 700 Crores For Kerala Floods,rescue_volunteering_or_donation_effort
1030779174582210560,#KeralaFloods #KeralaFloodRelief #StandWithKerala Urgent message to Delhi friends Group of young lawyers are collecting relief materials to #Kerala. Collection Point Parking before Indian Law Institute opposite Supreme Court. we will b here till 10. #KeralaNeedYourSupport,rescue_volunteering_or_donation_effort
1032311845246328833,• A truck with food &amp; other essential materials for flood relief by all india #Suriya fans reached in kerala and kerala state Committee collected it ❤ #KeralaFloods #KeralaSOS #KeralaRelief #KeralaFloodRelief @Suriya_offl @rajsekarpandian @SuriyaFansClub @prabhu_sr,rescue_volunteering_or_donation_effort
1035388529038090240,Restoration has begun. But there still lies a huge void that needs to be filled. Please continue donating as much as you can using the following links: For monetary donations:  For resource based donations:,rescue_volunteering_or_donation_effort
1032141152999239680,The situation is worst in Kerala. Theres a great damage to physical as well as mental wellbeing of people.We must bring them up from this disaster &amp; #rebuild them. #Donate for #KeralaReliefFund by @NASSCOMfdn:  @MyKartavya #KeralaFloodRelief #KeralaFloods,infrastructure_and_utility_damage
1034799866809962496,Keralas big salute to fishermen who rescued flood victims,rescue_volunteering_or_donation_effort
1035863661301121028,"Volunteer, gather supplies, connect people to resources, offer your skills—when it comes to rebuilding Kerala and nurturing it back to health, no effort is too small. #rebuildkerala #standwithkerala #keralafloods",rescue_volunteering_or_donation_effort
1031071777298890757,"5. Enter the house only after putting the electricity mains out. Secure the water, shelter and clothing first. Electricity to be restored only when settled at home and aware of situation #KeralaFloods",other_relevant_information
1038758602830491648,"Isnt it exciting? Now families will be able to get potable water, while we keep trying to raise resources to rejuvenate waterbodies:",rescue_volunteering_or_donation_effort
1030396404340908034,#IMPORTANT Kindly share. Finally KSDMA released whatsapp numbers for various districts. You can send your live location through whatsapp to the corresponding numbers. Rescue team will reach to help you. #KeralaRains #KeralaFloods #KeralaFlooding #Kerala,rescue_volunteering_or_donation_effort
1030383459523592192,#KeralaFloods Death toll due to floods has risen to 167 #KeralaFloodsHelpNeeded #KeralaFloodRelief #KeralaSOS Help the victims of #KeralaFlood You can send your contribution to #Sevabharathi,injured_or_dead_people
1030719090833289216,"My heart goes out to all those suffering due to #KeralaFloods, i hope and pray that God lends strength to those doing the relief work. They are our real heroes. My prayers are with you all.",sympathy_and_support
1033416834425348098,"NSS BIT Mesra organized a collection drive, to help Keralites fighting for their life. Students, as well as faculty members, donated clothes, toiletries, oil, and other belongings to help the people of Kerala. @PMOIndia @GovtOfIndia_ @_NSSIndia #KeralaFloods #NSS_BITMesra",rescue_volunteering_or_donation_effort
1034623292601069568,"In an effort to help those affected by the #KeralaFloods, @NihalSarin used the Super Chat feature to go live and raise funds for relief supplies. Heres his story →  @ChessbaseIndia",rescue_volunteering_or_donation_effort
1030384236237221888,"#MakkalSelvan #VijaySethupathi handed over the cheque for Rs.25,00,000/-(Twenty Five Lakhs) towards contribution to Chief Minister’s Distress Relief Fund Of Kerala on 15.08.18 ! #KeralaFloodRelief #KeralaFloods மக்கள் செல்வன் ❤️❤️❤️ὤF Proud of you sirὤF @VijaySethuOffl",rescue_volunteering_or_donation_effort
1032469035735166976,"Hee is Shri. Girish Mahajan, Minister - Water Resources, Irrigation &amp; Medical Education, Government of Maharashtra he is personally leading relief team at Kerala ! #KeralaFloods",rescue_volunteering_or_donation_effort
1034828909651451905,@iamRashmika donated 10K each to 31 families in KodaguὤFὤF Hats off to you Madam ὄFὄF#GeethaGovindam #KeralaFloods ὄ9,rescue_volunteering_or_donation_effort
1030724138900500483,"Update on Chengannur; Attempts to rescue the stranded are on a war-footing basis. 4 helicopters, 5 military boats &amp; 65 fishing boats are part of operations. Four 100-member strong army teams have been deployed. Food is being supplied using helicopters.#KeralaFloods",rescue_volunteering_or_donation_effort
1035426859494854656,Kerala Floods: Ranni stares at long road to normalcy  #keralafloods #ranni #pathanamthitta,other_relevant_information
1032101028789768192,"#OpKaruna #KeralaFloodRelief @IAF_MCC personnel and their family members at the Southern Air Command, Aakkulam Trivandrum packing relief materials for the flood affected areas. @SpokespersonMoD",rescue_volunteering_or_donation_effort
1031396137750745088,As Kerala Fights Back After Flood Water Starts To Recede : 10 Facts #dailyaddaa #kerala,other_relevant_information
1032975650833948672,"Hyderabad constable (Charminar PS) Tudi Raju donates one months salary (Rs. 68,000) to help flood-hit Kerala. #KeralaFloods #KeralaFloodRelief",rescue_volunteering_or_donation_effort
1030861014525403136,"#KeralaFlood Need national attention and National Help, as I hail from #Assam, where Flood is a annual ritual, I know the plight people had to face when such devastation happens. Please donate for #KeralaFloodReliefFund",requests_or_urgent_needs
1033852144842170369,"#KeralaFloods : 21-Year-Old College Student Hanan Hamid, Trolled For Selling Fish, Donates Rs 1.5 lakh to CM’s Relief Fund. Hats Off to U #Hanan ὄF #Meem4Kerala",rescue_volunteering_or_donation_effort
1030794337909702656,"Kerala, Rained Out And Homeless, Needs Help. What You Can Do.:  You can help rained out nd homeless Keralites by any means Please come forward nd help dem whatever u can donate  #KeralaFloods #KeralaFloodRelief #IndiaStandsWithKerala",rescue_volunteering_or_donation_effort
1031262917033844736,"People in Bangalore, if you are reading this, please, deliver your relief items to wayanad instead of Ekm, They deserve it more. As of now, there is excess of food in kochi, and we dont even know if people in wayanad camps had their lunch.! #KeralaFloods #KeralaFloodRelief",rescue_volunteering_or_donation_effort
1031474001217036288,Our Kalady ashrama (in the Ernakulam district of Kerala) started relief services in the school immediately after flag hoisting on 15 August 2018. More than 1800 people took shelter in the ashrama relief camp.,rescue_volunteering_or_donation_effort
1032633989347962880,Silent Help * @BeingSalmanKhan Donated 12cr For #KeralaFloodRelief ὄC * Really Yaar Is Bande Ne Donate Bhe Kar Diya Kisi Ko Pata He Nhe MaximumὠA * Aur Kuch Loug Hai. Donate Ke Naam Par Fake News De Rahe Haiὡ2ὡ3 * Really Hatss Off u @BeingSalmanKhan ὤFὤF * #kirraak,rescue_volunteering_or_donation_effort
1032311825403064320,#BREAKING – The government of India is not averse to accepting aid routed through Red Cross et al. The government has reiterated that and has politely declined the assistance from UAE govt. | Inputs by @Zakka_Jacob | #SOSKerala #KeralaFloods,other_relevant_information
1032276099126898688,"Lulu Mall-Kochi which was closed due to the damage caused in the #KeralaFloods will reopen from Thursday. The malls lower and upper basements got completely flooded, thus severely damaging its’ electrical and pump rooms, crucial equipment and fire systems. @LuluGroup",infrastructure_and_utility_damage
1034488804088930312,"@IncomeTaxIndia Why everyone selectively ignoring #KodaguFloods the devastation is more in #kodagu also as landscape itself transformed due to landslide, around 1800 homes vanished completely without any clue of their presence.We 2 mourn for #KeralaFloods but dont ignore #Kodagu @narendramodi",infrastructure_and_utility_damage
1031043828197646336,"Updated on 19/8/18 9Am We are still getting some call ask baby food, dress ,water , medicines,if anyone has extra items pls call me name.johny:9496660084 #KeralaSOS",requests_or_urgent_needs
1030902593466167297,RT @MoviePlanet8: Changanasserry #Thalapathy #Vijay Fans Donated Food Items To #KeralaFloodReliefὄFὄF #KeralaFloods #DoForKerala .,rescue_volunteering_or_donation_effort
1038665429827416065,Kerala Flood has affected Immunization-Cold chain system vitally. Timely measures have been taken by @MoHFW_INDIA I.e. really commendable. @JPNadda @PMOIndia @CMOKerala @Vaccinate4Life @DrBhriguKapuria @snnehil @NCCVMRC @UNICEFIndia @unicefsupply @WHOSEARO,infrastructure_and_utility_damage
1031116554094694401,Please help #Kerala My small contribution for #KeralaReliefFund #KeralaFloodRelief,requests_or_urgent_needs
1031358010474389504,"As rain stops in flood-ravaged #Kerala, focus now shifts to supply of food, water, and medicine; Flights to resume from #Kochi Naval air base from today #KeralaFloods #KeralaFloodRelief",requests_or_urgent_needs
1031576632111190016,Update on #KeralaFloodRelief efforts: Around 30000 people have been successfully rescued by Indian Armed Forces in flood affected areas while 3500 people have been provided medical aid in flood affected areas of Kerala. #KeralaFloods @nsitharaman,rescue_volunteering_or_donation_effort
1030877100650115072,100 tons of nutritious food for kids sent to Kerala #KeralaFloods #KeralaFloodRelief #nutritiousfood,rescue_volunteering_or_donation_effort
1032227957903740928,"#WATCH: Exclusive OTV on-ground coverage from one of the largest relief camps set up in a school in Kanichukulangara of Alappuzha district #Kerala. The school is currently sheltering around 5,500 people affected in #KeralaFloods #OTVInKerala #OTVExclusive",rescue_volunteering_or_donation_effort
1036915469381500928,"After Kerala flood, Uttar Pradesh recorders highest number of dead at 254",injured_or_dead_people
1034864820774785024,"What makes humanity special? It’s the brotherhood and compassion, especially at the darkest hour. Ahmadi Muslim youth volunteers from @HumanityFirstIN cleaning a church in the aftermath of #KeralaFloods #StrongerTogether #ProudToBeMalayali",rescue_volunteering_or_donation_effort
1032184986181541888,"The stories about RSS saving victims from #KeralaFloods reminds me about the #balnarendra crocodile tales. Great work of fiction. 50 years later we may hear stories about #boodhaNarendra, PM who swim in the rivers of Kerala to help flood victims.",rescue_volunteering_or_donation_effort
1035377425847222272,Hundreds have lost their homes and loved ones! Let us do our part on humanity and lend a helping hand!! For monetary donations:  For Resource based donations: . #KeralaFloodRelief @MyKartavya,rescue_volunteering_or_donation_effort
1035036067542577152,#GoodNews: Kerala Honours Fishermen for Saving Lives During Floods #KeralaFloods,rescue_volunteering_or_donation_effort
1030389911982026752,RT @DC_Ranchi: I have donated for relief to the #KeralaFloodRelief Have you? #Ranchi,rescue_volunteering_or_donation_effort
1034333235696857088,Zee Corporates campaign ‘#DibbaLautaao’ urges people to extend help to the state of Kerala by reminding us of the true spirit of Kerala people. @ZeeTV #KeralaFloods #BananaChips #CMDRF @ZEECorporate,sympathy_and_support
1030725011852730368,Govt of Kerala is running  to coordinate relief efforts for #KeralaFloods. Citizens should log on it for their support to relief operations.,rescue_volunteering_or_donation_effort
1032878894247026688,#KeralaFloods -- Keralites begin massive cleanup as flood waters and rains recede Click Here for More:,rescue_volunteering_or_donation_effort
1032068741524123649,#ThalapathVijay is doing his bit towards #KeralaFloodRelief through his fan clubs. He has pledged ₹70 lakhs via their bank accounts and asked them to directly reach across those in need of relief and rehabilitation.,rescue_volunteering_or_donation_effort
1030971535761104896,My thoughts and prayers are with #Kerala &amp; it’s beautiful people- My heart is with you may God protect youὤF♥️ #KeralaFloods,sympathy_and_support
1032045844466348032,"Donot u know that 1. #ARMY &amp; 58 NDRF teams r working day n night to rescue and safeguard our citizens from #KeralaFloods, its all funded by central govt 2. Direct interim assistance of Rs 600 Cr, more will be given soon How can u compare Rs 700 cr offered by UAE with GOI help?",rescue_volunteering_or_donation_effort
1034071440872464384,"Boost for #MakeInIndia; #deficientrainfall reported in #southernstates; and 60 companies will be referred for #insolvency.  Editor @rajeevdubey explains on The Good, The Bad and The Ugly. #NPAs #Kerala #floods @IndiaToday @aajtak",other_relevant_information
1032309788208766976,Team India donated their match fees for Kerala flood relief. Great gesture ἞E἟3ὄD,rescue_volunteering_or_donation_effort
1033386653434359808,"Huawei is providing free-of-cost repair servicing to its smartphones, directly damaged by waterlogging. @HuaweiMobile #KeralaFloods #KeralaFloodRelief",rescue_volunteering_or_donation_effort
1030990647816151040,"The beautiful state of #Kerala needs you now! The unprecedented rains have caused severe flooding in many areas, displacing families, cutting their access to the most basic necessities. Let’s help them to cope with this disaster a little better. #KeralaFloods #HelpKerala",displaced_people_and_evacuations
1033141062527664129,I added a video to a @YouTube playlist  Stand for kerala | kerala flood 2018 | Please donate for kerala,rescue_volunteering_or_donation_effort
1030396892255944704,Note the number - 9037244838 This group is ready with food and water to be used in Cochin Please co-ordinate with them people at Cochin #KeralaFloods #PrayForKerala,sympathy_and_support
1030746251313205248,Update #OpMadad : Material and equipment crucial for rescue and relief operations in #KeralaFloods provided today. The MoD &amp; Indian Armed Forces continue to work tirelessly in the relief operation. @nsitharaman @CMOKerala #KeralaSOS,rescue_volunteering_or_donation_effort
1032256670745780224,"Captain of #Kollywood Donated 1crore to #KeralaFloodRelief, !",rescue_volunteering_or_donation_effort
1034981737695203328,"As rains and floods ravaged the state, people of Kerala drank liquor worth Rs. 516 crore",other_relevant_information
1033227821508911105,#Apple Donates Rs 7 Cr for #KeralaFloods,rescue_volunteering_or_donation_effort
1032649443621752832,The main intention of the Congress party to seek foreign aid on Kerala flood issue seems to be to benifit themselves by fraudulently diverting the money to their own coffers. I hope the foreign donors are intelligent enough.,rescue_volunteering_or_donation_effort
1035121848508448768,"#KeralaFloods : 483 Dead in Flood and Landslides, Losses More Than Annual Outlay, Says CM Pinarayi Vijayan  #KeralaFloodRelief #Landslides #pinarayivijayan",injured_or_dead_people
1033949217385996288,"Talked to my cousin who was volunteering at a relief camp for #keralafloods and in her own words ‘the food was v good, just like home-food or perhaps even better’ when she came back home. So happy to hear that the tweets I’ve been seeing are ALL TRUE #ProudToBeMalayali",rescue_volunteering_or_donation_effort
1036156072673722370,#LoveInAction #SSSSOIndia #SSSIHL Students preparing 1200 school kits for affected Kerala children due to recent floods #KeralaFloodRelief #BrindavanCampus #LoveAllServeAll @Radiosaih2h @sghradiosai,rescue_volunteering_or_donation_effort
1031747521591169024,"Friends outside India - we desperately need your help for the #KeralaFloods which have already left thousands homeless, and has a current death toll of 324 people. Please contribute at  from wherever you are in the world. #KeralaFloodRelief",requests_or_urgent_needs
1032222574439059456,Our contribution to Kerala Flood relief camp Kerala ὒ5ὒ5 #Sfcthalassery ὒ5ὒ5 @Suriya_offl @rajsekarpandian @rameshlaus @LMKMovieManiac,rescue_volunteering_or_donation_effort
1034695504464994304,"Rahul is now in Kerala, he can see in bright day light the relief work done by RSS/Seva Bharati in flood hit areas and he can also compare his own partymens relief work there. -",rescue_volunteering_or_donation_effort
1031433096111960064,Donations please. The people of Kerala need all the help they can get. #KeralaReliefFund.,rescue_volunteering_or_donation_effort
1037520215850938369,"(3/3)In times of global warming, which leads to intense bursts of heavy rains, an entire #Amaravati could be inundated within hours, leading to massive destruction as witnessed in the recent cyclones in Kerala. #KeralaFloods #AndhraPradesh #India",caution_and_advice
1032186731163004928,"Urgent need for chlorine tablets in Kozhikode district! Hardly available locally. Please send to DTPC office, Mananchira, Calicut. Verified request from Health Officer. #KeralaFloodRelief #DoForKerala",requests_or_urgent_needs
1030793519101870080,Telangana Chief Minister K. Chandrasekhar Rao announced immediate financial help of Rs 25 crore for flood-hit Kerala. Rao instructed Chief Secretary S.K.Joshi to send the amount to Kerala immediately Read @ANI story |,rescue_volunteering_or_donation_effort
1032449736022708229,Eid Mubarak May The Guidance and Blessing of Allah be with you and your Family.. Please pray for #Kerala #KeralaFloodRelief #EidMubarak #EidAlAdha #EidulAzha @MuftGyan__ @Husein21_ @afshaa110 @SaadKhan810415 @D_Hturt @HassanRouhani @IrfanullaKhan14 @sharif_chhora1,sympathy_and_support
1031410516403658752,RT @ShadowMinOfEA: Flood death toll touches 239 as Kerala faces long road to recovery #KeralaFloods2018 #KeralaFloods,injured_or_dead_people
1034991302117666818,Muslim volunteers from @HumanityFirstIN during restoration of a church damaged by #KeralaFloods. This is my Kerala @CraigCons @shameemkerala @HFUSA,rescue_volunteering_or_donation_effort
1032257331260780546,NASA tracks monsoon rains behind Kerala floods @NASA #monsoonrains #KeralaFloods #JapanAerospaceAgency #SeverefloodinginKerala #WesternGhats,other_relevant_information
1034951309617586177,Humanity first Kerala Cleaning a church damaged in recent flood #KeralaFloods #HumanityFirstIndia #doforkerala,infrastructure_and_utility_damage
1034736849636417536,"@TexMinIndia mobilized all textiles associations,export promotion councils &amp; textiles units to contribute towards #KeralaFloods relief operations.Gratitude to textiles units for coming together &amp; donating Rs.18 crore for Kerala under guidance of Shrimati @smritiirani ji.Hats off",rescue_volunteering_or_donation_effort
1030730831038316549,"|| Important Announcement || Those of you willing to donate stuff, theres a collection camp set up at the Bangalore Football Stadium today until 5PM. #WestBlockCares #KeralaFloods #Kodagu",rescue_volunteering_or_donation_effort
1031020994520129536,Rubbish. On the contrary when Uttrakhand tragedy happened the Italian womans unemployed kid landed up and disrupted relief operations.,not_humanitarian
1031487625742364672,"Kerala Floods: We are also making some contributions”, CJI Dipak Misra tells Attorney General  @barandbench #UPCM #UPforKerala #KeralaFloodRelief #KeralaFloods #KeralaReliefFund #KeralaFloods2018 #KeralaFloodsHelpNeeded",rescue_volunteering_or_donation_effort
1030744760170868736,"Come out Bengaluru, Help Kerala, Kodagu In Phase 2 #SOSKerala #SOSKodagu Team is encouraging every Bengalurean to come out of the house &amp; help collect or donate relief material for flood victims. 1) You can JOIN teams active in ur location 2) You can DONATE items required",rescue_volunteering_or_donation_effort
1031946348889698305,#KeralaFloodRelief materials from CII Madurai being unloaded at a warehouse in Trivadrum for distribution to flood affected families. #KeralaFloods @CMOKerala @kris_sg,rescue_volunteering_or_donation_effort
1030834948691742722,RT @RahulEaswar: 29 people dead today inspite of energetic efforts :-( :-( Prayers for those who left us.. #KeralaFloods #KeralaFlood,injured_or_dead_people
1030383801074110464,Over 100 killed in Kerala in just one day as flood crisis worsens #KeralaFloods,injured_or_dead_people
1035232388136108032,@ndtv can youn confirm Rs 5 crore donor for kerala flood relief fund declared by an individual credited to account ? Or it was hoax!,rescue_volunteering_or_donation_effort
1031850431553658880,"10 lakh people are still in relief camps but KJ Alphons goes on prime time TV and says people dont need food or clothes but electricians, plumbers, carpenters. Our very own Marie Antoinette. #KeralaFloodRelief",rescue_volunteering_or_donation_effort
1032627207267594240,"#IndiaPositive This is @narendramodi jis #NewIndia. @MEAIndia has said a polite ‘no’ to offers of foreign assistance to the #Kerala flood victims &amp; said, NRIs, PIOs and foundations can donate to the PM &amp; CM relief funds, however, be welcome. CC @PMOIndia",rescue_volunteering_or_donation_effort
1030890200145125377,"EXTREMELY IMPORTANT! I understand times are tough, but animals require our help too. Please be kind, and rescue + rehabilitate them too. Dont abandon them in times of chaos and stress. They cant fend for themselves. #KeralaFloods #KeralaFloodRelief",rescue_volunteering_or_donation_effort
1032189129059053568,10% CEZ on GST and all these Tax &amp; cost of re building kerala roads and township will again come to flood affected people #Taxation ᾒ6ἿB‍♂️,other_relevant_information
1030741151433650177,People in Kerala are one amongst us. Its our responsibility to support them during their tough times. Since we cant be with them physically lets donate for them  #Donate4Kerala #KeralaFloodRelief #KeralaFloods #Kerala #KeralaSOS #KeralaDonationChallenge,rescue_volunteering_or_donation_effort
1033951155380998145,May allah Bless us to serve for mankind in best way. @humanityfirst #HumanityFirst #KeralaFloods,sympathy_and_support
1032098837190459393,IAS Officers Association of Odisha resolves to contributed minimum one day salary to the relief fund for #KeralaFlood relief efforts. We #StandWithKerala,rescue_volunteering_or_donation_effort
1031762913911025666,How can (WithYou Foundation an NGO)we contribute to victims with food and other requirements from mumbai ..Any leads pls share #KeralaFloods #KeralaFloodsHelpNeeded #StandWithKerala #KeralaFloodRelief #KeralaSOS #KeralaFloods,requests_or_urgent_needs
1037236609907707905,Natural disaster or man-made tragedy of gigantic proportion caused by mishandling of water flow of dams; what is causing concern in Delhi is delay by Kerala Govt in submitting official data abt extent of damages caused in man-made floods,infrastructure_and_utility_damage
1033019278172155905,"@KeralaBlasters It’s easy for a football club like ours to tweet thoughts and prayers from a distance after a catastrophe like the #KeralaFloods, but hopefully next week we can do something more and raise some money that can contribute in a small way to help #RebuildKerala #ForzaKerala",sympathy_and_support
1032137632443056128,"Team @SRKCHENNAIFC Great Job, Working Hard All They Can To Help The People In Need In Kerala. So Proud and #Respect of You Whole Team. @sudhirkothari03 Inspiration from King of Humanity @iamsrk Sir. ὤFἿBὤFἿBὤFἿB #KeralaReliefFund #KeralaFloods #IndiaForKerala #Donate4Kerala",rescue_volunteering_or_donation_effort
1032497689634766849,"Kerala is facing the worst-ever floods in over a century. People have been stranded, displaced and theres a lot that needs to be done. Let us join hands &amp; contribute generously. Heres how you can contribute to the CMs Relief Fund via Zeta. #KeralaFloods #DonateviaZeta",rescue_volunteering_or_donation_effort
1030857730901200896,#Repost @a_kashmir • • • • • NEWS / NOTICIAS Pray For KeralaὤF #kerala #floods #onu #mundo #rinfomundial #noticias #buenosdias #world #ayuda #pray #governament #video #rt,sympathy_and_support
1032290690607337473,I wish I could go to Kerala in this time of need. I wouldve cooked for my hindu &amp; non muslim brothers even if I didnt have money to donate. I couldve contributed by cooking atleast. #KeralaFloods,rescue_volunteering_or_donation_effort
1032218374367899648,Kerala: Restoration work started at Chalakudy market in Thrissur after a decrease in the water level in the district. #KeralaFloods,other_relevant_information
1034852729066156032,"During the catastrophic flood of 1924, Kerala had only one Dam. Today the state has 82 dams! Our ancestors constructed Dams mainly to prevent any such large scale flood. But they couldnt foresee a catastrophe like M.M Mani, who made those dams water bombs!",infrastructure_and_utility_damage
1032333073679970304,Thank you Unicef for helping us to help the flood victims in Kerala ὤFὉ9 stay tuned for the video on my brother’s YouTube channel: @mo_vlogs_,sympathy_and_support
1030396224220930048,How a Madrasa in Kozhikode Turned into a Shelter for 400 Kerala Flood Victims. Thank you @theotherbose for the story.,rescue_volunteering_or_donation_effort
1035847904890679297,Tweeps Kerala people need our help so please let show some support #ONGCForKerala,sympathy_and_support
1030755725524393984,RT @vinayaravind: New list of rescue numbers for Chengannur #KeralaFloods #KeralaSOS,rescue_volunteering_or_donation_effort
1032104022457516034,"Srijith of Palakad, Kerala sends his heartfelt thanks to people of #Tamil Nadu for their timely support and help during the unprecedented #KeralaFlood #KeralaRains #KeralaFloods #KeralaFloodsRelief",sympathy_and_support
1031117537499467776,"RT @damyantig: Verified, please RT, call, share, as necessary: Drinking water available : 9656694699 #Kottayam #KeralaSOS #Resource",requests_or_urgent_needs
1031081249467555840,Engineering Students Develop Power Banks for Those Unable to Contact Families Due to #Kerala Floods #KeralaFloodRelief #Kerala #KeralaReliefFund #socialinnovation,rescue_volunteering_or_donation_effort
1033776974668300289,"@ravithinkz @NarasingM a few years ago, when 5000+ Hindus died in the floods of uttarakhand, many Communists &amp; Islamists laughed and said it was good Hindus were dying. But now during #KeralaFloods, some opportunists from the same camp are trying to act like they are some innocent victims. sad &amp; petty",injured_or_dead_people
1031420107866742785,"#Assam Chief Minister #SarbanandaSonowal on Sunday said his state would give Rs 3 crore aid to rain-ravaged #Kerala, where 210 have died in the last 10 days. #KeralaFloods #KeralaReliefFund",rescue_volunteering_or_donation_effort
